Type,Identification,Field,Locale,Market,Status,Default content,Translated content
Product,gn-container-1-3-d100-a123100,title,en,,,"GN-kantin, 1/3, T100","GN container, 1/3, D100"
Product,gn-container-1-3-d100-a123100,body_html,en,,,"GN-behållare 1/3 GN, 100 mm djup, 4 liter – CNS 18/10, standard EN 631, serie Top Line. Utan perforering, stapelbar. Medeldjup för såser, tillbehör och sallader i salladsdiskar, kylmoduler och bain-marie med högre fyllningsvolymbehov.","GN container 1/3 GN, 100 mm deep, 4 litres – CNS 18/10, standard EN 631, Top Line series. Without perforations, stackable. Medium depth for sauces, side dishes and salads in saladettes, refrigerated units and bain-maries requiring a higher filling capacity."
Product,gn-container-1-3-d150-a123150,title,en,,,"GN-kantin, 1/3, T150","GN container, 1/3, D150"
Product,gn-container-1-3-d150-a123150,body_html,en,,,"GN-behållare 1/3 GN, 150 mm djup, 5,75 liter – CNS 18/10, standard EN 631, serien Top Line. Utan perforering, stapelbar. Djupare 1/3-GN-variant för större mängder såser och tillbehör i bain-marie, salladsdiskar och kylmoduler.","GN container 1/3 GN, 150 mm deep, 5.75 litres – 18/10 stainless steel, standard EN 631, Top Line series. Without perforations, stackable. Deeper 1/3 GN version for larger quantities of sauces and side dishes in bain-maries, salad bars and refrigerated units."
Product,gn-container-1-3-d200-a123200,title,en,,,"GN-kantin, 1/3, T200","GN container, 1/3, D200"
Product,gn-container-1-3-d200-a123200,body_html,en,,,"GN-behållare 1/3 GN, 200 mm djup, 7,8 liter – CNS 18/10, standard EN 631, serie Top Line. Utan perforering, stapelbar. Den djupaste 1/3-GN-varianten för stora mängder såser, grytor och desserter i vattenbad och servering.","GN container 1/3 GN, 200 mm deep, 7.8 litres – CNS 18/10, standard EN 631, Top Line series. Without perforations, stackable. Lowest 1/3 GN variant for large quantities of sauces, stews and desserts in bain-marie and for serving."
Product,gn-container-1-4-d20-a124020,title,en,,,"GN-kantin, 1/4, T20","GN container, 1/4, D20"
Product,gn-container-1-4-d20-a124020,body_html,en,,,"Mycket platt GN-behållare 1/4 GN, endast 20 mm djup, 0,8 liter – CNS 18/10, standard EN 631, serie Top Line. Utan perforering, stapelbar. För tunna lager av mise en place, dips och kryddor direkt vid salladsstationer och kylskåp med 1/4-GN-indelning.","Very shallow GN container 1/4 GN, only 20 mm deep, 0.8 litres – CNS 18/10, standard EN 631, Top Line series. Without perforations, stackable. For wafer-thin layers of mise en place, dips and spices directly at salad bars and refrigerated units with 1/4 GN compartments."
Product,gn-container-1-4-d65-a124065,title,en,,,"GN-kantin, 1/4, T65","GN container, 1/4, D65"
Product,gn-container-1-4-d65-a124065,body_html,en,,,"GN-behållare 1/4 GN, 65 mm djup, 1,8 liter – CNS 18/10, standard EN 631, serie Top Line. Utan perforering, stapelbar. För salladsdiskar, kylskåp och mise en place. Liten, praktisk enhet för kryddor, såser och tillbehör vid serveringen.","GN container 1/4 GN, 65 mm deep, 1.8 litres – 18/10 stainless steel, EN 631 standard, Top Line series. Without perforations, stackable. For salad bars, refrigerated display units and mise en place. Small, handy unit for spices, sauces and side dishes at the serving counter."
Product,gn-container-1-4-d100-a124100,title,en,,,"GN-kantin, 1/4, T100","GN container, 1/4, D100"
Product,gn-container-1-4-d100-a124100,body_html,en,,,"GN-kantin 1/4 GN, 100 mm djup, 2,8 liter – CNS 18/10, standard EN 631, serie Top Line. Utan perforering, stapelbar. För salladsdiskar, kylaggregat och Vattenbad. Liten enhet för kryddor, tillbehör och mise en place vid serveringen.","GN container 1/4 GN, 100 mm deep, 2.8 litres – CNS 18/10, Norm EN 631, Top Line Series. Without perforations, stackable. For salad bars, chiller units and Bain Marie. Small unit for spices, side dishes and mise en place at the serving counter."
Product,gn-container-1-4-d200-a124200,title,en,,,"GN-kantin, 1/4, T200","GN container, 1/4, D200"
Product,gn-container-2-3-d20-a125020,title,en,,,"GN-kantin, 2/3, T20","GN container, 2/3, D20"
Product,gn-container-2-3-d20-a125020,body_html,en,,,"Mycket platt GN-behållare 2/3 GN, 20 mm djup, 2,3 liter – CNS 18/10, standard EN 631, serie Top Line. Utan perforering, stapelbar. För tunna lager av mise en place och presentationer i kombiugn och saladette – maximal inlastningskapacitet vid minimal bygghöjd.","Very shallow GN container 2/3 GN, 20 mm deep, 2.3 litres – CNS 18/10, standard EN 631, Top Line series. Without perforations, stackable. For wafer-thin layers of mise en place and presentations in combi-ovens and saladettes – maximum loading density with minimum height."
Product,gn-container-2-3-d40-a125040,title,en,,,"GN-kantin, 2/3, T40","GN container, 2/3, D40"
Product,gn-container-2-3-d65-a125065,title,en,,,"GN-kantin, 2/3, T65","GN container, 2/3, D65"
Product,gn-container-2-3-d65-a125065,body_html,en,,,"Gastronorm-behållare 2/3 GN, 65 mm djup, 5,5 liter – CNS 18/10, standard EN 631, serie Top Line, utan perforering. Stapelbar, blank yta. Universellt användbar i Vattenbad, saladette och kylning. Pålitlig grundutrustning för alla GN-baserade verksamheter.","Gastronorm container 2/3 GN, 65 mm deep, 5.5 litres – CNS 18/10, standard EN 631, Top Line series, without perforation. Stackable, polished surface. Universally suitable for use in Bain Marie, saladettes and Cooling. Reliable basic equipment for any GN-based operation."
Product,gn-container-2-3-d100-a125100,title,en,,,"GN-kantin, 2/3, T100","GN container, 2/3, D100"
Product,gn-container-2-3-d100-a125100,body_html,en,,,"GN-kantin 2/3 GN, 100 mm djup, 9 liter – CNS 18/10, standard EN 631, Top Line-serien. Utan perforering, stapelbar, blank. För vattenbad, kylaggregat och servering. Medeldjup för såser, tillbehör och sallader med större portionsbehov.","GN containers 2/3 GN, 100 mm deep, 9 litres – CNS 18/10, Norm EN 631, Top Line series. Unperforated, stackable, polished. For Bain Marie, chiller units and serving. Medium depth for sauces, side dishes and salads requiring larger portions."
Product,gn-container-2-3-d150-a125150,title,en,,,"GN-kantin, 2/3, T150","GN container, 2/3, D150"
Product,gn-container-2-3-d150-a125150,body_html,en,,,"GN-behållare 2/3 GN, 150 mm djup, 13 liter – CNS 18/10, standard EN 631, serie Top Line. Utan perforering, stapelbar. För bain-marie, servering och förvaring. Djup variant för stora portioner av såser, grytor och tillbehör i 2/3 GN-bredd.","GN container 2/3 GN, 150 mm deep, 13 litres – 18/10 stainless steel, EN 631 standard, Top Line series. Without perforations, stackable. For bain-marie, serving and storage. Deep version for large portions of sauces, stews and side dishes in 2/3 GN width."
Product,gn-container-2-3-d200-a125200,title,en,,,"GN-kantin, 2/3, T200","GN container, 2/3, D200"
Product,gn-container-2-3-d200-a125200,body_html,en,,,"GN-behållare 2/3 GN, 200 mm djup, 18 liter – CNS 18/10, standard EN 631, serie Top Line. Utan perforering, stapelbar. Den djupaste 2/3-GN-varianten för mycket stora mängder såser, grytor och tillbehör i bain-marie och servering.","GN container 2/3 GN, 200 mm deep, 18 litres – CNS 18/10, standard EN 631, Top Line series. Without perforations, stackable. Lowest 2/3 GN variant for very large quantities of sauces, stews and side dishes in bain-marie and serving."
Product,gn-container-1-6-d65-a126065,title,en,,,"GN-kantin, 1/6, T65","GN container, 1/6, D65"
Product,gn-container-1-6-d65-a126065,body_html,en,,,"GN-behållare 1/6 GN, 65 mm djup, 1 liter – CNS 18/10, standard EN 631, serie Top Line. Utan perforering, stapelbar. Minsta standard-GN-enhet för kryddor, såser och tillbehör vid salladsdiskar och kylskåp. Oumbärlig i varje GN-grundutrustning.","GN container 1/6 GN, 65 mm deep, 1 litre – 18/10 stainless steel, EN 631 standard, Top Line series. Unperforated, stackable. Smallest standard GN unit for spices, sauces and accompaniments at salad bars and refrigerated display units. Indispensable in any basic GN equipment set."
Product,gn-container-1-6-d100-a126100,title,en,,,"GN-kantin, 1/6, T100","GN container, 1/6, D100"
Product,gn-container-1-6-d100-a126100,body_html,en,,,"GN-behållare 1/6 GN, 100 mm djup, 1,6 liter – CNS 18/10, standard EN 631, Top Line-serien. Utan perforering, stapelbar. För salladsdiskar, kylaggregat och servering. Djupare variant av 1/6-GN-enheten för större mängder kryddor, såser och mindre tillbehör.","GN container 1/6 GN, 100 mm deep, 1.6 litres – 18/10 stainless steel, EN 631 standard, Top Line series. Non-perforated, stackable. For salad bars, refrigerated display units and serving. Deeper version of the 1/6 GN unit for larger quantities of spices, sauces and smaller side dishes."
Product,gn-container-1-6-d200-a126200,title,en,,,"GN-kantin, 1/6, T200","GN container, 1/6, D200"
Product,gn-container-1-6-d200-a126200,body_html,en,,,"GN-behållare 1/6 GN, 200 mm djup, 3,4 liter – CNS 18/10, standard EN 631, serie Top Line. Utan perforering, stapelbar. Den djupaste 1/6-GN-varianten för större mängder såser, dressingar och kryddor i salladsdiskar och kylskåp.","GN container 1/6 GN, 200 mm deep, 3.4 litres – 18/10 stainless steel, EN 631 standard, Top Line series. Without perforations, stackable. The deepest 1/6 GN variant for larger quantities of sauces, dressings and spices in salad bars and refrigerated display units."
Product,gn-container-2-4-d20-a128020,title,en,,,"GN-kantin, 2/4, T20","GN container, 2/4, D20"
Product,gn-container-2-4-d20-a128020,body_html,en,,,"Platt GN-behållare 2/4 GN, endast 20 mm djup, 1,6 liter – CNS 18/10, standard EN 631, Top Line-serien. Utan perforering, stapelbar. För servering och salladsdiskar med 2/4-GN-indelning. Smalt format för tunna lager av mise en place och presentationer.","Flat GN container 2/4 GN, only 20 mm deep, 1.6 litres – CNS 18/10, standard EN 631, Top Line series. Without perforations, stackable. For serving counters and salad bars with 2/4 GN compartments. Slim format for thin layers of mise en place and presentations."
Product,gn-container-2-4-d40-a128040,title,en,,,"GN-kantin, 2/4, T40","GN container, 2/4 ,D40"
Product,gn-container-2-4-d40-a128040,body_html,en,,,"GN-behållare 2/4 GN, 40 mm djup, 2 liter – CNS 18/10, standard EN 631, serien Top Line. Utan perforering, stapelbar. Platt 2/4-GN-format för servering och salladsstationer. För tunna lager mise en place och mindre portioner vid strukturerad GN-servering.","GN container 2/4 GN, 40 mm deep, 2 litres – CNS 18/10, standard EN 631, Top Line series. Without perforations, stackable. Flat 2/4 GN format for serving and salad bars. For thin layers of mise en place and smaller portions at structured GN serving stations."
Product,gn-container-2-4-d65-a128065,title,en,,,"GN-kantin, 2/4, T65","GN container, 2/4, D65"
Product,gn-container-2-4-d100-a128100,title,en,,,"GN-kantin, 2/4, T100","GN container, 2/4, D100"
Product,gn-container-2-4-d100-a128100,body_html,en,,,"GN-behållare 2/4 GN, 100 mm djup, 6 liter – CNS 18/10, standard EN 631, serie Top Line. Utan perforering, stapelbar. Medeldjup 2/4 GN för såser, tillbehör och soppor i serveringsskålar och bain-marie med 2/4 GN-indelning.","GN container 2/4 GN, 100 mm deep, 6 litres – CNS 18/10, standard EN 631, Top Line series. Without perforations, stackable. Medium 2/4 GN depth for sauces, side dishes and soups in serving units and bain-maries with 2/4 GN compartments."
Product,gn-container-2-4-d150-a128150,title,en,,,"GN-kantin, 2/4, T150","GN container, 2/4, D150"
Product,gn-container-2-4-d150-a128150,body_html,en,,,"GN-behållare 2/4 GN, 150 mm djup, 9 liter – CNS 18/10, standard EN 631, serien Top Line. Utan perforering, stapelbar. Djupaste 2/4-GN-varianten för större mängder såser, grytor och tillbehör i serveringsdiskar och bain-marie.","GN container 2/4 GN, 150 mm deep, 9 litres – CNS 18/10, standard EN 631, Top Line series. Without perforation, stackable. Deepest 2/4 GN variant for larger quantities of sauces, stews and side dishes in serving units and bain-maries."
Product,gn-container-1-9-d65-a129065,title,en,,,"GN-kantin, 1/9, T65","GN container, 1/9, D65"
Product,gn-container-1-9-gn-d100-a129100,title,en,,,"GN-kantin, 1/9 G/N, T100","GN container, 1/9 GN, D100"
Product,gn-container-1-9-gn-d100-a129100,body_html,en,,,"GN-behållare i miniformat 1/9 GN, 100 mm djup, 1 liter – CNS 18/10, standard EN 631, serien Top Line. Utan perforering, stapelbar. För salladsdiskar och kylskåp med 1/9 GN-indelning. Perfekt för kryddor, dressingar och små portioner av tillbehör.","Small-format GN container 1/9 GN, 100 mm deep, 1 litre – CNS 18/10, standard EN 631, Top Line series. Without perforations, stackable. For salad bars and refrigerated display units with 1/9 GN compartments. Ideal for spices, dressings and small side-dish portions."
Product,cookware-set-t4-a130441,title,en,,,Kastrullset T4,Cookware set T4
Product,cookware-set-t4-a130441,body_html,en,,,R&auml;tt gryta f&ouml;r varje r&auml;tt: Kastrullsetet &auml;r den perfekta basen f&ouml;r k&ouml;ket. Tack vare de kalla handtagen &auml;r s&auml;ker hantering garanterad &auml;ven under hektiska tider och garanterar enkel hantering.,The right pot for every dish: this cookware set provides the perfect foundation for your kitchen. The cool-stay handles ensure safe handling even during hectic rush hours and guarantee easy use.
Product,cookware-set-t4p1-a130442,title,en,,,Kastrullset T4P1,Cookware set T4P1
Product,cookware-set-t4p1-a130442,body_html,en,,,R&auml;tt k&ouml;ksredskap f&ouml;r varje r&auml;tt: med kastrullsetet l&auml;gger du en perfekt grund i k&ouml;ket. Tack vare de kylhanda tagnen &auml;r s&auml;ker hantering garanterad &auml;ven under hektiska tider och garanterar enkel hantering.,The right cookware for every dish: this cookware set provides the perfect foundation for your kitchen. The cool-stay handles ensure safe handling even during hectic rush hours and guarantee easy use.
Product,meat-grinder-for-kitchenaid-a150000,title,en,,,Köttkvarn till KitchenAid,Meat grinder for KitchenAid
Product,wire-whisk-5k452ww-a150014,title,en,,,Visp 5K452WW,Wire whisk 5K452WW
Product,wire-whisk-5k452ww-a150014,body_html,en,,,"Original KitchenAid-visp i rostfritt stål för modell K45 – för äggvita, grädde och såser. Passar för flytande och krämiga ingredienser. Beprövat verktyg för restauranger och hotell som använder sin KitchenAid dagligen för vispning.","Original KitchenAid stainless steel whisk for model K45 – for egg whites, cream and sauces. Suitable for liquid and creamy ingredients. A tried-and-tested tool for restaurants and hotels that use their KitchenAid daily for whisking tasks."
Product,meat-grinder-attachment-kitchenaid-a150019,title,en,,,"Tillsats köttkvarn, KitchenAid","Meat grinder attachment, KitchenAid"
Product,meat-grinder-attachment-kitchenaid-a150019,body_html,en,,,Plasttillbehör för KitchenAid-köttkvarn – kan endast användas i kombination med plastköttkvarnen och passé-/puréanordningen. Passar alla KitchenAid-modeller. Utökar användningsmöjligheterna för köttkvarnstillbehöret i det dagliga köksarbetet.,Plastic attachment for KitchenAid meat mincer – can only be used in combination with the plastic meat mincer and the strainer/puree attachment. Fits all KitchenAid models. Expands the range of uses for the meat mincer attachment in everyday kitchen use.
Product,cookie-press-attachment-a150024,title,en,,,Munstycke för spritsade bakverk,Cookie press attachment
Product,cookie-press-attachment-a150024,body_html,en,,,"Tillbehör för spritsbakverk i rostfritt stål till KitchenAid – fyra olika bakverksformer, kan endast användas i kombination med köttkvarnen i aluminium. Passar alla KitchenAid-modeller. Utökar maskinen med egen produktion av spritsbakverk i restauranger, kaféer och bagerier.","Stainless steel pastry attachment for KitchenAid – four different pastry shapes, for use only in combination with the aluminium meat mincer. Fits all KitchenAid models. Extends the machine’s capabilities to include in-house pastry production in restaurants, cafés and bakeries."
Product,sausage-filling-tube-for-kitchenaid-a150025,title,en,,,Korvmunstycke till KitchenAid,Sausage filling tube for KitchenAid
Product,sausage-filling-tube-for-kitchenaid-a150025,body_html,en,,,"Korvfyllningshorn i rostfritt stål för KitchenAid – passar alla modeller, kan endast användas i kombination med köttkvarnen i aluminium. Utökar köttkvarnstillbehöret med korvtillverkning. För kök och charkuterier som vill tillverka egna färska korvar.","Stainless steel sausage filling horn for KitchenAid – fits all models, can only be used in combination with the aluminium meat mincer. Extends the meat mincer attachment to include sausage making. For kitchens and butchers who want to produce their own fresh sausages."
Product,grain-flaker-ka-a150029,title,en,,,"Flingmaskin, KA","Grain flaker, KA"
Product,flat-beater-5k7sfb-a150033,title,en,,,Nedvändare 5K7SFB,Flat beater 5K7SFB
Product,flat-beater-5k7sfb-a150033,body_html,en,,,"Platt visp för KitchenAid Heavy Duty och Professional – gjuten metall, nylonbelagd, utan silikonkant. Passar för lätt deg och potatismos. Beprövat originaltillbehör för hotell, restauranger och bagerier som använder sin KitchenAid dagligen.","Flat beater for KitchenAid Heavy Duty and Professional – cast metal, nylon-coated, without silicone edge. Suitable for light dough and mashed potatoes. Proven original accessory for hotels, restaurants and bakeries that use their KitchenAid daily."
Product,dough-hook-for-5k7sdh-a150034,title,en,,,Degkrok till 5K7SDH,Dough hook for 5K7SDH
Product,dough-hook-for-5k7sdh-a150034,body_html,en,,,"Knådhakar för KitchenAid Heavy Duty och Professional – gjuten metall, nylonbelagd. Passar för fast deg: bröd, bullar, pizzadeg. Original KitchenAid-tillbehör för hotell, bagerier och restauranger som dagligen knådar tung deg.","Dough hook for KitchenAid Heavy Duty and Professional – cast metal, nylon-coated. Suitable for firm doughs: bread, rolls, pizza dough. Original KitchenAid accessory for hotels, bakeries and restaurants that knead heavy doughs daily."
Product,vegetable-cutter-3-drums-ka-a150035,title,en,,,"Grönsaksskärare 3 trummor, KA","Vegetable cutter, 3 drums, KA"
Product,vegetable-cutter-3-drums-ka-a150035,body_html,en,,,"Set med tre skärskivor för KitchenAid – rivskiva, grönsaksskärare och skivskärare. Passar alla KitchenAid-modeller. Utökar maskinen med mångsidiga skärmöjligheter. För kök som dagligen förbereder grönsaker, ost och frukt på ett effektivt sätt.","Three-drum vegetable slicer set for KitchenAid – grater drum, vegetable slicer and slicing drum. Fits all KitchenAid models. Extends the machine’s capabilities with versatile cutting options. For kitchens that efficiently prepare vegetables, cheese and fruit on a daily basis."
Product,vegetable-cutter-drums-set-ka-a150036,title,en,,,"Grönsaksskärare tillsatsset, KA","Vegetable cutter drums set , KA"
Product,vegetable-cutter-drums-set-ka-a150036,body_html,en,,,"Tillbehörsset med tre skivor för KitchenAid-grönsaksskärare – finskiva, kron- och strimelskiva samt stavskiva. Kan endast kombineras med grönsaksskärartillbehöret. Utökar skäraren med funktioner för rivning av hårdost, potatispuré och långa stavar. För kök med varierande grönsaksbehov.","Three-drum accessory set for KitchenAid vegetable slicer – fine drum, crown-cut drum and julienne drum. Can only be combined with the vegetable slicer attachment. Extends the slicer’s capabilities to include grating hard cheese, making mashed potatoes and cutting long julienne strips. For kitchens with varied vegetable requirements."
Product,grain-mill-ka-a150037,title,en,,,"Spannmålskvarn, KA","Grain mill, KA"
Product,grain-mill-ka-a150037,body_html,en,,,Kornkvarn för KitchenAid – passar alla modeller i sortimentet. Maler korn till färskt mjöl direkt på maskinen. För bagerier och restauranger som satsar på färskmalning och vill utnyttja KitchenAids mångsidighet maximalt.,Grain mill for KitchenAid – compatible with all models in the range. Grinds grain into fresh flour directly on the machine. For bakeries and restaurants that rely on fresh grinding and want to make the most of their KitchenAid’s versatility.
Product,bowl-3l-5kb3ss-a150038,title,en,,,Skål 3l 5KB3SS,Bowl 3L 5KB3SS
Product,bowl-3l-5kb3ss-a150038,body_html,en,,,"Mindre rostfri blandningsskål 3 liter för KitchenAid K45 – originaltillbehör för små mängder. För verksamheter som förutom huvudskålen vill använda en mindre extra skål för såser, dressingar eller fyllningar i växlande drift.","Smaller 3-litre stainless steel mixing bowl for KitchenAid K45 – original accessory for small quantities. For establishments wishing to use a smaller additional bowl alongside the main bowl for sauces, dressings or fillings in alternating use."
Product,wire-whisk-5k7ew-a150039,title,en,,,Visp 5K7EW,Wire whisk 5K7EW
Product,bowl-4-3l-k45sbwh-a150042,title,en,,,"Skål 4,3l K45SBWH","Bowl 4,3L K45SBWH"
Product,bowl-4-3l-k45sbwh-a150042,body_html,en,,,"Rostfri blandningsskål 4,3 liter med handtag för KitchenAid K45 – originaltillbehör, rostfritt stål, med handtag för säker hantering. För verksamheter som dagligen bearbetar medelstora mängder med KitchenAid och behöver en extra skål för smidig växlingsdrift.","4.3-litre stainless steel mixing bowl with handle for KitchenAid K45 – original accessory, stainless steel, with handle for safe handling. For businesses that process medium quantities daily with the KitchenAid and require an additional bowl for smooth, alternating operation."
Product,flat-beater-5kfe7t-a1500471,title,en,,,Nedvändare 5KFE7T,Flat beater 5KFE7T
Product,flat-beater-5kfe7t-a1500471,body_html,en,,,"Plattvisp för KitchenAid Heavy Duty och Professional med silikonkant – gjuten metall, nylonbelagd. Silikonkanten skrapar rent skålens väggar. För lätt deg och potatispuré. Tidsbesparande och ger bättre resultat än standardplattvispen utan kant.","Flat beater for KitchenAid Heavy Duty and Professional with silicone edge – cast metal, nylon-coated. Silicone edge scrapes the bowl wall clean. For light batter and mashed potatoes. Saves time and is more efficient than the standard flat beater without an edge."
Product,kitchenaid-5ksm7990xewh-white-6-9l-a1500510,title,en,,,"KitchenAid 5KSM7990EWH vit, 6,90L","KitchenAid 5KSM7990XEWH, white 6,9L"
Product,kitchenaid-5ksm7990xewh-white-6-9l-a1500510,body_html,en,,,"Säker, effektiv och kraftfull - en köksmaskin för proffsbruk: med ny precisionsväxel i metall, säkerhetsbrytare, skyddsgaller och extra stor omrörningsskål i rostfritt stål.","Safe, efficient and powerful - The kitchen appliance for pros: Equipped with a new precision metal gear unit, a safety switch, a protective grille and an extra-large stainless steel mixing bowl."
Product,pasta-rolling-set-3-pieces-a150062,title,en,,,"Pastarullare, 3 delar","Pasta rolling set, 3-pieces"
Product,pasta-rolling-set-3-pieces-a150062,body_html,en,,,"Pastarullset i 3 delar för KitchenAid – bandnudelskärare, spagettiskärare och pastarulle (8 tjocklekar, upp till 150 mm bredd). Rengöringsborste ingår. Passar alla KitchenAid-modeller. För restauranger och hotell som själva producerar färsk pasta i olika former.","3-piece pasta rolling set for KitchenAid – ribbon cutter, spaghetti cutter and pasta roller (8 thicknesses, up to 150 mm width). Cleaning brush included. Fits all KitchenAid models. For restaurants and hotels that produce fresh pasta in various shapes themselves."
Product,meat-grinder-alu-ii-for-kitchenaid-a150064,title,en,,,Köttkvarn Alu II för KitchenAid,Meat Grinder Alu II for KitchenAid
Product,meat-grinder-alu-ii-for-kitchenaid-a150064,body_html,en,,,"Komplett set för KitchenAid: tre Hålskivor (3, 4,5 och 8 mm), kniv, två korvfyllningsmunstycken och rengöringsborste – allt för egen köttbearbetning. Påsättningsbricka i aluminium och rostfritt stål, livsmedelsgodkänd. Passar alla KitchenAid-modeller. För restauranger som satsar på färsk egenproduktion.","Complete set for the KitchenAid: three perforated discs (3, 4.5 and 8 mm), knife, two sausage filling horns and cleaning brush – everything you need for in-house meat processing. Attachment tray made of aluminium and stainless steel, food-safe. Fits all KitchenAid models. For restaurants that rely on fresh in-house production."
Product,meat-grinder-set-ka-a150068,title,en,,,Köttkvarnsset KA,Meat grinder set KA
Product,meat-grinder-set-ka-a150068,body_html,en,,,"Absolut mångsidighet vid korvproduktion och bakförberedelse: med hålskivorna i 4 olika storlekar, korvmunstycket och spritsmunstycket utgör köttkvarnssetet ett komplett paket som passar till köksmaskiner KitchenAid.","Really versatile for sausage production and pastry preparation: With perforated disks in 4 different sizes, sausage stuffing horn and biscuit attachment, the meat grinder set for the KitchenAid food processor forms a complete package."
Product,splash-guard-5ksmthps-a150072,title,en,,,Stänkskydd 5KSMTHPS,Splash guard 5KSMTHPS
Product,splash-guard-5ksmthps-a150072,body_html,en,,,Stänkskyddet med påfyllningsränna som passar till KitchenAid-modellen 5K45 möjliggör en ren hantering av olika ingredienser.,This splash guard filler chute for KitchenAid 5K45 models enables diverse ingredients to be handled cleanly.
Product,kitchenaid-5k45ssewh-white-4-28l-a150097,title,en,,,"KitchenAid 5K45SSEWH, vit, 4,28l","KitchenAid 5K45SSEWH, white, 4,28L"
Product,kitchenaid-5k45ssewh-white-4-28l-a150097,body_html,en,,,Detta set innehålller KitchenAid 5K45SSEWH med omfattande tillbehör för olika bearbetningssteg.,This set includes KitchenAid 5K45SSEWH with extensive accessories for diverse processing steps.
Product,kitchenaid-5ksm70jpx-6-6l-a150098,body_html,en,,,"Precist arbete med den kraftfulla KitchenAid tack vare 11 hastighetsnivåer och soft-start-funktion. I den rostfria blandningsbunken med 6,6 liter volym kan du knåda deg utan problem eller vispa grädde. Absolut användarvänlig: Den tysta köksmaskinen är utrustad med en skållyftare.",Work precisely with the powerful KitchenAid thanks to 11 speeds and a soft start function. The stainless steel mixing bowl has a volume of 6.6 litres and can be used to easily knead dough or whip cream. Really user-friendly: The quiet kitchen air even has a bowl lifter.
Product,multi-pan-41cm-a150114g,title,en,,,"Multipanna, 41cm",Multi pan 41cm
Product,multi-pan-41cm-a150114g,body_html,en,,,"Rårakor, pannkakor, fisk, kött eller hela rätter - i den effektiva pannan med elanslutning blir det enkelt att tillaga favoritmaten, inte bara hemma.","Whether potato fritters, pancakes, fish, meat or a whole stir-fry - the chosen dish can be prepared in many places, as required, in this high-power pan with electrical connection."
Product,multi-pan-grande-41cm-a150118g,title,en,,,"Multipanna ""Grande"" 41cm","Multi pan ""Grande"" 41cm"
Product,multi-pan-grande-41cm-a150118g,body_html,en,,,"Rund elektrisk multifunktionspanna ”Grande”, Ø 380 mm innermått, 8 liter, non-stick-belagd, termostatstyrd med steglös reglering, 1,5 kW. Glaslock ingår. För catering och bufféer som vill hålla såser, risotto och grytor varma och servera dem i en formskön presentationspanna.","Round electric multi-pan ""Grande"", Ø 380 mm internal diameter, 8 litres, non-stick coating, thermostatically controlled with infinitely variable adjustment, 1.5 kW. Glass lid included. For catering and buffets that wish to keep sauces, risotto and stews warm and serve them in an attractive presentation pan."
Product,multi-pan-55cm-a150155,title,en,,,Multipanna 55cm,Multi pan 55cm
Product,multi-pan-55cm-a150155,body_html,en,,,"Rund elektrisk multifritös, innermått Ø 515 mm, 10 liter, non-stick-belagd, termostatreglerbar, 1,6 kW. Rostfritt lock med glasfönster ingår. För catering och bufféer som vill presentera och servera stora mängder risotto, grytor och stekrätter varma.","Round electric multi-pan, internal diameter 515 mm, 10 litres, non-stick coating, thermostatically controlled, 1.6 kW. Stainless steel lid with glass window included. For catering and buffets requiring the warm presentation and serving of large quantities of risotto, stews and pan-fried dishes."
Product,kitchenaid-5ksm55sxx-5-2l-a150183,body_html,en,,,"Med 11 hastighetsnivåer och soft-start-funktion anpassas den kraftfulla köksmaskinen perfekt till produkten vid bearbetning. Knåda och blanda deg, göra mousse eller blanda ihop rätter – inget problem i den 5,2-liters bunken med praktisk bunklyftare.","With 11 speeds and a soft start function, this powerful kitchen appliance adapts perfectly to the product during use. Kneading and mixing dough, whipping mousse and blending ingredients – no problem in the 5.2-litre stainless steel mixing bowl with its practical bowl lifter."
Product,splash-guard-5ksmblps-a150190,title,en,,,Stänkskydd 5KSMBLPS,Splash guard 5KSMBLPS
Product,splash-guard-5ksmblps-a150190,body_html,en,,,Det passande stänkskyddet till KitchenAid 5KSM70JPX och 5KSM55SXX håller all stänk borta. Tack vare påfyllningsrännan kan du tillsätta ingredienser i skålen även under blandningen.,"The perfect spray guard for KitchenAids 5KSM70JPX and 5KSM55SXX will keep all splashes at bay. Thanks to the filling chute, ingredients can even be added to the bowl during mixing."
Product,bowl-6-6l-5ksmb70j-a150194,title,en,,,"Skål 6,6L 5KSMB70J","Bowl 6,6L 5KSMB70J"
Product,bowl-6-6l-5ksmb70j-a150194,body_html,en,,,"Den robusta omröringsbunken 5KSMB70J i rostfritt stål med 6,6 l volym är utformad för köksmaskinen KitchenAid 5KSM70JPX.",This robust stainless steel mixing bowl 5KSMB70J has a volume of 6.6 litres and is designed for the KitchenAid 5KSM70JPX.
Product,bowl-5-2l-5ksmb55-a150196,title,en,,,"Skål 5,2L 5KSMB55","Bowl 5,2L 5KSMB55"
Product,bowl-5-2l-5ksmb55-a150196,body_html,en,,,"Den robusta blandningsbunken 5KSMB55 i rostfritt stål med 5,2 liter volym är utformad för köksmaskinen KitchenAid 5KSM55SXX.",This robust stainless steel mixing bowl 5KSMB55 has a volume of 5.2 litres and is designed for the KitchenAid 5KSM55SXX.
Product,dough-hook-5ksmblwd-a150198,title,en,,,Degkrok 5KSMBLWD,Dough hook 5KSMBLWD
